0.5511064278187566,0.14348591549295775,0.1579714368988633,0.25568598679383714,0.1442369607211848,0.20753623188405798,0.09438814097715928,0.08680851063829788,0.2960935556108485,0.35596192384769537,0.11327762302692665,0.2498760535448686,0.44575471698113206,0.17849513410871112,0.07100384749912557,0.32073277115440535,0.09373875494782295,0.24861878453038674,0.16600648181490818,0.2047499100395826,0.12969094922737306,0.20941795846738812,0.42078364565587734,0.1250415696707682,0.2692390139335477,0.1952707856598017
0.26514575411913816,0.08511749347258486,0.14728260869565218,0.17316770186335403,0.175,0.27716129032258063,0.1614489003880983,0.19455040871934604,0.3152317880794702,0.3804551539491299,0.1320703653585927,0.26491458607095925,0.2863636363636364,0.19208173690932312,0.053917662682602924,0.274719800747198,0.1330779054916986,0.023746701846965697,0.1232620320855615,0.14296482412060302,0.17343173431734318,0.187434554973822,0.26276595744680853,0.09555273189326556,0.3195928753180662,0.2790190735694823
1046,39,33,7,34,4,318,117,60,601,92,492,30,187,149,4,283,29,100,19,31,8,62,116,78,6
1,326,52,218,226,473,324,222,85,15,95,8,74,12,99,216,340,41,214,26,57,11,17,242,41,395
2,5,542,16,362,50,501,92,75,143,206,452,39,47,73,17,331,1,23,102,215,44,24,89,17,212
14,168,24,697,135,189,353,403,123,41,126,24,58,210,160,237,209,8,60,81,186,33,20,222,75,169
7,44,417,51,672,111,275,170,193,32,179,236,22,26,73,22,350,8,62,80,98,30,7,105,15,555
3,55,49,33,106,1074,90,137,156,75,130,2,8,185,54,564,56,4,53,185,259,222,22,72,158,123
12,121,381,84,195,110,624,240,140,71,124,236,37,33,131,27,534,4,110,58,138,39,42,69,39,266
14,188,172,160,90,104,230,714,15,57,228,98,93,339,189,162,184,10,70,30,199,67,41,124,32,60
16,52,23,21,258,170,87,138,1190,381,43,278,7,47,28,26,61,29,77,68,298,67,2,60,178,170
249,55,21,13,166,97,89,103,296,1421,53,152,15,170,192,65,52,6,83,119,34,7,13,63,37,164
38,43,406,7,374,44,343,309,33,25,488,258,121,78,36,20,319,33,31,22,205,86,42,175,7,152
53,47,306,74,209,16,625,91,162,108,112,1008,8,50,91,14,363,5,49,48,78,4,14,148,27,95
63,56,67,183,170,32,93,839,5,25,196,7,1134,230,61,8,70,20,10,3,228,144,231,82,3,0
9,76,33,167,44,100,141,707,10,17,234,47,225,752,82,75,44,1,4,41,351,227,307,168,37,16
17,151,56,258,57,128,376,580,23,132,111,161,44,372,203,144,279,1,65,58,223,43,52,49,65,117
1,105,22,72,40,1025,81,251,80,26,113,15,5,299,89,1103,87,4,101,25,106,42,50,68,96,109
146,204,60,92,96,61,246,421,76,375,115,128,16,125,274,85,521,15,171,131,47,29,64,78,218,121
6,137,110,72,190,202,192,662,63,27,213,59,222,148,74,193,398,90,104,106,32,81,48,250,1,110
51,100,61,29,280,192,263,91,148,98,172,80,11,28,124,71,273,6,461,118,73,19,4,199,219,569
24,24,58,34,75,317,62,382,336,31,143,25,11,98,66,167,55,3,40,569,302,386,13,41,502,216
1,85,146,256,47,58,612,459,39,13,128,59,156,169,121,20,68,2,83,60,705,271,66,36,343,62
29,28,67,14,44,185,92,185,200,9,154,15,15,52,24,21,41,2,191,328,452,716,102,21,831,2
21,12,177,39,42,180,61,539,23,0,257,16,96,266,20,38,48,13,12,62,396,337,988,44,72,1
30,62,92,4,327,34,296,153,108,79,333,124,52,174,146,19,218,24,171,60,252,114,54,376,203,430
17,31,31,32,44,154,63,110,195,56,126,16,19,74,92,78,79,0,250,266,393,376,63,9,1256,100
28,58,25,93,376,65,174,110,185,134,137,38,26,42,208,43,295,3,182,114,78,16,0,101,115,1024

