0.9994435169727324,0.8874873864783047,0.9781839622641509,0.9987484355444305,0.9927170868347339,0.925967470555244,1,0.9798034934497817,0.9852333136444182,0.9772455089820359
0.9895316804407713,0.9664835164835165,0.9115384615384615,0.95,0.9736263736263736,0.9856716417910448,0.9845238095238096,0.9862637362637363,0.9928571428571429,0.9714285714285714
1796,5,0,0,0,0,0,0,14,0
0,1759,37,0,4,0,0,16,4,0
0,145,1659,0,3,0,0,13,0,0
0,44,0,1596,0,27,0,0,0,13
0,4,0,0,1772,40,0,1,0,3
0,0,0,2,0,1651,0,0,0,22
0,2,0,0,5,16,1654,0,3,0
0,18,0,0,0,5,0,1795,2,0
1,0,0,0,0,11,0,0,1668,0
0,5,0,0,1,33,0,7,2,1632

