0.7375356907533495,0.476566757493188,0.7918538484576221,0.8418560606060606,0.5665040650406504,0.4641270925862658,0.4343907714491709,0.5199004975124378,0.4697871008140263,0.978996084015664,0.6468110709987966,0.8645650904845301,0.7054279325066071,0.7810307282845391,0.6860431654676259,0.9081818181818182,0.526223435367518,0.5337613460261236,0.5103141859727071,0.8998435054773083,0.8890445502942,0.8834319526627219,0.9141343741287984,0.47996545768566495,0.8006756756756757,0.7932452276064611
0.8512040557667934,0.4566579634464752,0.7184782608695652,0.662608695652174,0.45364583333333336,0.7011612903225807,0.3117723156532988,0.3986376021798365,0.7949668874172185,0.7362784471218207,0.5818673883626523,0.778449408672799,0.8762626262626263,0.8245210727969349,0.6332005312084993,0.7464508094645081,0.6893997445721584,0.6361477572559366,0.4299465240641711,0.7223618090452262,0.7805658056580566,0.7816753926701571,0.8720744680851064,0.7062261753494282,0.6633587786259542,0.7359673024523161
3358,46,0,0,11,26,17,46,45,8,27,4,62,26,2,0,29,106,37,0,9,0,1,76,8,1
63,1749,0,72,108,274,66,176,210,2,5,15,67,4,13,1,62,337,371,0,0,0,1,161,16,57
11,1,2644,7,112,64,165,19,89,0,184,41,14,17,108,0,66,7,18,4,66,0,0,43,0,0
72,217,0,2667,27,161,46,65,85,1,12,31,92,67,68,1,52,202,31,0,12,0,0,107,0,9
44,81,69,2,1742,244,173,101,220,0,113,63,58,0,1,0,174,115,84,0,6,0,0,351,11,188
40,126,22,21,44,2717,26,52,180,0,4,9,125,36,0,137,11,23,52,108,1,0,9,91,29,12
149,58,465,2,163,160,1205,59,315,0,26,33,28,25,107,10,614,110,166,0,19,11,4,134,2,0
112,125,10,121,82,194,87,1463,224,0,193,3,170,171,62,35,110,195,17,0,64,11,0,201,18,2
23,55,23,11,3,146,29,6,3001,16,1,11,20,1,39,20,34,27,47,3,0,0,0,180,59,20
45,60,0,3,4,119,19,25,274,2750,9,7,36,2,25,45,51,78,40,0,0,0,0,121,6,16
41,65,44,5,108,64,51,111,106,0,2150,23,40,56,14,0,18,283,17,0,45,0,0,450,2,2
58,14,27,40,89,42,96,23,82,0,57,2962,10,10,22,0,89,11,49,0,7,0,0,102,15,0
20,51,0,11,11,13,5,29,28,0,18,0,3470,137,2,0,3,36,0,0,30,0,94,2,0,0
14,39,0,53,15,130,6,56,36,0,47,2,104,3228,88,2,6,58,0,0,12,6,2,9,2,0
51,24,13,61,31,90,178,127,218,0,11,27,31,12,2384,1,286,43,13,0,6,1,87,70,0,0
15,38,1,26,24,429,35,24,61,3,3,8,37,24,60,2997,66,12,11,14,0,0,25,11,90,1
13,75,0,7,10,8,156,60,190,0,33,35,13,0,259,7,2699,44,102,0,0,0,2,79,37,86
64,247,1,26,69,51,96,98,101,4,122,11,121,63,73,1,69,2411,14,0,1,0,0,146,1,0
153,309,4,8,74,225,79,45,219,2,2,85,34,0,24,6,146,196,1608,0,0,1,0,288,9,223
39,35,0,4,80,251,33,43,88,0,72,15,48,2,2,18,35,21,20,2875,26,2,0,114,114,43
38,26,8,1,23,57,59,56,135,0,37,6,124,97,65,0,90,9,0,0,3173,0,2,59,0,0
25,42,0,0,39,99,19,62,53,0,5,3,42,82,13,12,18,12,0,31,30,2986,80,6,161,0
19,49,0,0,19,27,5,20,39,0,11,5,111,62,34,1,30,15,0,0,21,7,3279,6,0,0
36,39,0,14,37,55,81,13,279,2,177,8,26,0,6,0,102,85,60,0,27,0,0,2779,65,44
21,51,0,3,8,165,37,33,47,2,1,11,33,11,4,5,209,1,51,160,14,355,1,100,2607,0
29,48,8,3,142,43,5,2,63,19,4,8,3,0,0,1,60,80,343,0,0,0,0,104,4,2701

