0.6326785157468039,0.3344298245614035,0.7260061919504643,0.4862219933041463,0.6825995807127883,0.598017124831005,0.6085430076067876,0.7299212598425197,0.23109540636042403,0.3718628490632732
0.7324909747292419,0.5341506129597198,0.5052064631956912,0.6601398601398601,0.5732394366197183,0.47562724014336916,0.3727598566308244,0.6551236749116608,0.23610108303249097,0.37437722419928826
2029,64,5,78,31,23,108,7,131,294
48,1525,88,145,171,91,53,69,462,203
90,257,1407,286,1,80,42,37,392,193
72,112,86,1888,6,177,32,118,167,202
96,179,16,43,1628,32,248,146,121,331
265,202,7,419,24,1327,124,20,172,230
121,507,168,129,166,124,1040,118,382,35
99,201,21,203,178,38,1,1854,143,92
160,1171,115,153,73,123,44,80,654,197
227,342,25,539,107,204,17,91,206,1052

