0.6957796014067995,0.4157054125998225,0.5498124218424344,0.7520570488206253,0.7576361221779548,0.4918778427550357,0.7310267857142857,0.5002995805871779,0.5981573352232459,0.5521207764198418
0.6539944903581267,0.5148351648351648,0.7247252747252747,0.8160714285714286,0.6269230769230769,0.4519402985074627,0.7797619047619048,0.45879120879120877,0.5023809523809524,0.45714285714285713
1187,45,0,5,33,98,121,47,220,59
33,937,285,37,51,42,38,218,5,174
0,236,1319,16,41,34,1,160,9,4
14,98,64,1371,7,58,13,26,9,20
101,78,212,1,1141,123,90,23,4,47
59,154,34,209,27,757,87,94,110,144
21,37,6,3,49,77,1310,13,103,61
29,280,359,63,50,23,56,835,71,54
175,102,25,11,17,198,62,186,844,60
87,287,95,107,90,129,14,67,36,768

