0.768837803320562,0.4565587734241908,0.5126791620727673,0.3889908256880734,0.4730238393977415,0.2837301587301587,0.6037735849056604,0.5228658536585366,0.36302895322939865,0.2911534154535274
0.7478260869565218,0.3308641975308642,0.5849056603773585,0.5333333333333333,0.4683229813664596,0.35974842767295595,0.5962732919254659,0.4341772151898734,0.2103225806451613,0.3291139240506329
602,5,8,7,4,43,51,4,12,69
8,268,105,92,79,62,21,45,59,71
9,49,465,55,4,66,36,45,53,13
8,12,53,424,18,82,2,27,28,141
25,60,12,65,377,46,106,51,40,23
26,4,48,160,25,286,26,35,17,168
19,8,35,10,146,63,480,14,25,5
19,78,36,70,55,93,14,343,28,54
23,72,130,66,50,86,55,41,163,89
44,31,15,141,39,181,4,51,24,260

