0.9940828402366864,0.6910569105691057,0.9231815091774304,0.9815875613747954,0.9589422407794015,0.9211735595616826,0.9962335216572504,0.9610613370089593,0.8299919807538091,0.8880853994490359
0.8490974729241877,0.8931698774080561,0.9752244165170556,0.8388111888111888,0.9704225352112676,0.9340501792114695,0.9480286738351255,0.9855123674911661,0.7472924187725631,0.9177935943060498
2352,125,76,6,10,59,0,0,127,15
0,2550,0,0,9,26,0,1,249,20
0,38,2716,16,0,0,0,0,0,15
0,82,115,2399,0,79,0,38,25,122
0,55,5,0,2756,0,5,4,0,15
10,27,4,0,10,2606,5,11,15,102
0,92,3,0,35,15,2645,0,0,0
0,29,0,0,2,0,0,2789,0,10
4,596,14,0,22,28,0,10,2070,26
0,96,9,23,30,16,0,49,8,2579

