0.9302325581395349,0.6910289481226712,0.9296759941089838,0.8794740686632578,0.9762687112084703,0.9258160237388724,0.9616497829232996,0.9669978708303761,0.7620817843866171,0.8347795904199931
0.9530685920577617,0.8444833625218914,0.9066427289048474,0.8419580419580419,0.9415492957746479,0.8946236559139785,0.9526881720430107,0.9628975265017667,0.6660649819494585,0.8558718861209964
2640,35,10,3,4,4,8,0,55,11
1,2411,17,23,9,33,10,6,287,58
8,30,2525,152,0,0,5,7,39,19
7,40,109,2408,0,81,0,21,55,139
8,54,0,0,2674,0,50,7,12,35
42,30,9,12,3,2496,27,0,37,134
33,65,0,3,12,4,2658,0,15,0
2,8,0,16,7,21,0,2725,15,36
51,729,35,20,3,32,6,5,1845,44
46,87,11,101,27,25,0,47,61,2405

