0.9765047518479408,0.7427808784275661,0.9371881420604637,0.6988847583643123,0.7842014882655982,0.7908133411351668,0.7361888537357021,0.6381236038719286,0.885676741130092,0.8800880088008801,0.7147027600849257,0.9171887769000272,0.8089788732394366,0.72840790842872,0.8249038745933156,0.8886560125753209,0.8737516005121639,0.7615324472243941,0.8489185750636132,0.8566543924250395,0.8586956521739131,0.8641908376253727,0.8907669021190716,0.6919180290122036,0.7160883280757098,0.8072460336253848
0.9376425855513308,0.7992167101827676,0.8676630434782608,0.8407453416149069,0.7135416666666666,0.6975483870967742,0.7826649417852523,0.4670299727520436,0.8927152317880794,0.856760374832664,0.7288227334235453,0.8848883048620236,0.9282828282828283,0.7151979565772669,0.7407702523240371,0.8448318804483188,0.8715197956577266,0.770976253298153,0.7136363636363636,0.8183417085427136,0.9134071340713407,0.8345549738219895,0.9390957446808511,0.7636594663278272,0.8086513994910941,0.928882833787466
3699,0,14,30,0,1,0,4,5,0,0,15,56,53,0,0,0,0,0,0,9,0,16,0,34,9
4,3061,0,150,34,6,27,41,6,14,66,8,0,13,0,2,8,240,67,2,5,5,0,27,36,8
0,0,3193,2,133,5,131,7,5,0,23,11,21,20,31,5,5,1,0,1,60,1,15,10,0,0
0,83,0,3384,1,19,3,60,19,32,11,26,41,87,14,12,17,60,28,8,7,5,0,68,19,21
0,39,22,0,2740,20,238,36,5,0,131,43,0,0,0,2,21,32,77,0,10,0,5,127,7,285
0,40,0,17,52,2703,36,44,44,70,0,0,7,43,0,310,3,6,50,210,1,3,12,13,205,6
0,40,54,71,35,26,3025,23,9,2,96,30,35,9,48,3,110,32,2,1,59,13,40,92,10,0
10,136,4,220,27,6,135,1714,0,11,331,4,82,302,185,4,30,202,21,0,121,3,3,58,53,8
0,8,0,13,7,30,1,4,3370,172,0,2,2,3,0,21,9,0,32,0,0,0,0,93,0,8
6,3,0,76,11,17,0,25,227,3200,4,0,2,5,19,5,7,0,45,3,10,0,0,51,3,16
0,50,32,21,102,0,22,172,3,2,2693,23,59,63,0,0,6,64,6,2,52,4,9,310,0,0
0,26,29,6,57,8,62,10,0,0,14,3367,5,7,0,2,21,38,28,0,0,1,0,100,24,0
8,42,0,0,0,3,55,7,0,0,12,1,3676,102,0,0,0,7,0,0,5,7,25,0,10,0
11,1,1,138,0,13,0,257,0,4,11,17,198,2800,68,4,5,78,0,0,129,19,97,12,52,0
8,1,9,289,0,6,125,55,0,3,13,18,49,45,2789,19,152,3,0,5,65,10,81,20,0,0
0,53,4,49,2,241,43,17,10,5,2,0,6,45,2,3392,20,22,6,0,0,1,5,1,89,0
10,31,0,38,32,0,95,5,15,7,7,5,10,20,175,10,3412,8,0,0,1,2,4,3,13,12
0,282,3,159,0,13,22,77,5,7,73,15,45,50,1,2,5,2922,0,3,4,8,0,94,0,0
0,135,0,57,97,50,1,25,25,21,18,42,0,14,0,7,4,28,2669,24,9,0,0,137,52,325
4,29,30,30,10,135,15,10,1,0,12,12,0,3,2,6,7,23,5,3257,16,11,1,57,286,18
19,1,3,4,0,0,4,27,0,0,8,3,99,49,47,0,7,5,3,1,3713,5,44,19,4,0
0,32,5,12,3,50,34,5,0,2,2,0,24,13,0,5,0,46,0,5,7,3188,76,0,311,0
0,1,0,0,0,0,19,1,0,0,5,0,93,39,0,0,1,4,0,0,15,46,3531,0,5,0
0,20,4,38,140,19,16,20,49,62,236,19,0,41,0,0,22,16,45,29,20,0,0,3005,36,98
0,2,0,7,1,47,0,27,0,0,0,0,34,14,0,6,12,0,0,237,6,357,0,2,3178,0
9,5,0,31,10,0,0,13,7,22,0,10,0,4,0,0,21,0,60,14,0,0,0,44,11,3409

