0.9931856899488927,0.7667774086378738,0.7494959677419355,0.8075396825396826,0.9692221600447678,0.7359154929577465,0.9951544518473653,0.7477656405163853,0.9951040391676866,0.6991744066047472
0.9636363636363636,0.634065934065934,0.817032967032967,0.7267857142857143,0.9516483516483516,0.7486567164179104,0.9779761904761904,0.8274725274725274,0.9678571428571429,0.8065476190476191
1749,14,8,0,2,4,5,13,0,20
0,1154,226,57,4,31,0,177,0,171
0,111,1487,5,0,8,0,162,0,47
0,6,171,1221,0,184,0,15,0,83
0,1,4,1,1732,28,1,5,0,48
0,60,34,125,19,1254,2,69,0,112
6,6,0,1,4,3,1643,4,4,9
0,120,42,51,3,14,0,1506,3,81
6,15,1,3,1,7,0,9,1626,12
0,18,11,48,22,171,0,54,1,1355

