0.9314775160599572,0.7372060857538036,0.9484895429899303,0.8106605624591237,0.9826760044231478,0.8946983546617916,0.9552932761087267,0.9828966521106259,0.6952031978680879,0.8214285714285714
0.9422382671480144,0.7467600700525394,0.8793536804308797,0.8667832167832168,0.9387323943661972,0.8770609318996416,0.9573476702508961,0.954416961130742,0.7534296028880867,0.8103202846975089
2610,41,5,15,0,11,9,0,65,14
7,2132,17,50,1,54,32,4,498,60
7,22,2449,208,0,5,7,6,48,33
10,13,63,2479,0,90,0,9,82,114
7,49,0,1,2666,2,56,3,8,48
44,18,10,51,4,2447,14,0,65,137
21,52,4,4,11,12,2671,0,15,0
3,11,0,21,4,26,0,2701,19,45
48,464,20,62,1,36,7,1,2087,44
45,90,14,167,26,52,0,24,115,2277

