0.972318339100346,0.7731923601637107,0.9513023782559457,0.8996889580093312,0.9846491228070176,0.9315172152856602,0.9712308812818645,0.9772809231878832,0.689064558629776,0.7124853458382181
0.9129963898916967,0.794045534150613,0.9048473967684022,0.8090909090909091,0.9485915492957746,0.8824372759856631,0.9559139784946237,0.9575971731448764,0.7552346570397112,0.8651245551601423
2529,32,6,1,2,4,9,0,137,50
1,2267,6,22,5,27,11,4,441,71
5,30,2520,116,0,2,3,7,29,73
2,39,89,2314,0,72,0,17,94,233
2,36,0,2,2694,0,38,5,7,56
22,20,5,18,1,2462,15,2,74,171
11,30,1,0,6,9,2667,0,18,48
0,10,0,17,7,14,0,2710,17,55
11,393,6,12,2,25,3,2,2092,224
18,75,16,70,19,28,0,26,127,2431

