0.6657657657657657,0.3668903803131991,0.6498740554156172,0.428322440087146,0.6568280204643842,0.5808325266214908,0.7719054242002782,0.7263610315186246,0.2700983227299017,0.3524441762220881
0.800361010830325,0.4021015761821366,0.4631956912028725,0.3437062937062937,0.5876760563380282,0.6451612903225806,0.5967741935483871,0.7166077738515901,0.3371841155234657,0.41565836298932385
2217,31,7,55,60,75,60,17,81,167
27,1148,124,136,108,89,54,82,777,310
168,160,1290,343,5,48,33,50,468,220
223,83,236,983,15,484,43,230,202,361
79,362,5,30,1669,66,110,66,141,312
126,25,4,232,16,1800,98,44,190,255
116,268,10,9,421,90,1665,1,165,45
80,90,51,106,98,72,30,2028,92,183
80,668,201,101,81,169,51,192,934,293
214,294,57,300,68,206,13,82,408,1168

