0.21405405405405406,0.18919645256651438,0.25769230769230766,0.16502820306204674,0.09886363636363636,0.17439103255011856,0.11978145138694313,0.061647296614451744,0.3247303543913713,0.27980364656381485,0.14388976733679693,0.18305084745762712,0.41677989130434784,0.1544099064948193,0.1145737855178735,0.23149113660062565,0.12971698113207547,0.16577807397534156,0.10243535023851369,0.29224904701397714,0.17612137203166228,0.3347181008902077,0.5331147540983606,0.12293298520452567,0.21900734475851324,0.1918060457265613
0.1505703422053232,0.18381201044386422,0.1092391304347826,0.25440993788819877,0.02265625,0.2087741935483871,0.22121604139715395,0.0664850136239782,0.22331125827814569,0.21365461847389558,0.17239512855209743,0.18449408672798948,0.3098484848484849,0.15606641123882503,0.13280212483399734,0.22117061021170611,0.12643678160919541,0.262532981530343,0.10909090909090909,0.23115577889447236,0.1970479704797048,0.14764397905759163,0.21622340425531916,0.14358322744599747,0.250381679389313,0.3405994550408719
594,4,31,33,63,49,416,267,58,362,61,203,47,28,365,139,456,142,146,22,33,4,35,48,158,181
17,704,0,545,30,87,317,200,43,39,68,123,49,30,133,285,149,463,97,9,58,8,2,138,13,223
31,32,402,55,66,123,466,158,10,45,414,242,21,105,122,24,95,202,126,37,206,8,11,300,140,239
40,242,1,1024,18,114,190,126,47,103,66,136,98,354,119,287,71,256,123,103,112,0,2,221,3,169
15,150,116,135,87,188,230,117,46,28,331,186,24,87,78,68,112,369,143,43,128,4,2,434,111,608
46,215,7,225,39,809,77,48,76,91,73,46,24,36,76,598,42,186,170,154,44,145,3,93,155,397
54,131,204,108,79,70,855,299,7,11,309,155,33,69,191,70,237,337,111,3,40,19,17,196,105,155
131,104,20,248,8,81,275,244,21,24,205,160,141,437,255,130,171,225,96,67,189,9,27,186,38,178
173,65,90,192,49,130,82,10,843,464,27,103,1,94,131,99,65,73,255,123,324,5,1,78,180,118
339,46,153,201,16,116,94,13,276,798,21,134,58,3,422,57,45,107,296,37,230,26,1,28,40,178
29,92,83,46,84,78,472,170,19,47,637,168,125,49,41,47,107,416,143,11,217,13,46,274,40,241
114,67,180,144,27,31,435,141,69,76,218,702,3,312,59,35,84,181,139,2,261,3,0,298,73,151
16,25,2,240,1,58,93,258,2,174,249,125,1227,205,159,18,52,117,19,21,692,29,73,92,2,11
137,40,2,342,0,138,249,197,22,32,191,168,395,611,218,137,168,118,57,80,184,52,157,145,25,50
153,75,26,397,38,108,378,286,7,54,64,50,75,415,500,111,259,145,128,102,142,14,17,78,37,106
61,446,0,402,69,413,233,125,31,35,43,57,9,46,128,888,132,321,49,23,42,66,10,88,102,196
276,114,65,180,46,84,432,236,72,76,45,101,12,55,447,31,495,337,155,34,73,18,8,136,306,81
45,229,2,299,28,170,250,138,10,65,153,162,65,124,181,209,183,995,57,10,69,38,8,184,18,98
37,215,34,306,34,176,289,114,31,95,52,100,6,1,144,124,229,289,408,37,41,5,0,245,112,616
39,47,6,133,0,539,137,38,175,13,27,53,11,198,62,129,12,161,167,920,118,161,4,112,424,294
40,81,98,305,3,128,207,216,37,59,198,76,121,359,195,13,134,66,162,269,801,31,62,159,75,170
46,118,0,66,9,245,321,158,153,3,248,61,28,62,40,47,55,61,25,274,110,564,150,20,900,56
39,159,0,42,10,176,124,283,131,7,267,128,341,204,42,65,42,46,8,108,216,253,813,52,187,17
91,121,18,197,38,85,228,73,99,103,271,212,15,32,75,64,282,189,276,44,93,7,73,565,184,500
144,70,1,91,35,321,206,27,256,10,118,86,14,32,58,50,56,51,216,504,82,203,3,78,984,234
68,129,19,249,3,122,82,16,55,38,71,98,1,9,123,111,83,149,411,111,43,0,0,348,81,1250

