0.6240421455938697,0.41005665722379603,0.5834745762711865,0.798237885462555,0.7483238782877772,0.4119460500963391,0.8208955223880597,0.47959787108219987,0.561141304347826,0.5679012345679012
0.7179063360881542,0.3181318681318681,0.7565934065934066,0.5392857142857143,0.7972527472527473,0.6382089552238805,0.6547619047619048,0.44560439560439563,0.49166666666666664,0.4928571428571429
1303,5,5,0,73,142,53,73,135,26
3,579,330,25,79,205,38,298,43,220
1,215,1377,16,30,44,4,80,39,14
62,37,131,906,6,236,4,126,13,159
67,42,43,0,1451,112,25,44,3,33
90,98,80,71,32,1069,41,52,61,81
89,2,44,2,41,252,1100,4,134,12
45,238,242,64,55,74,45,811,161,85
374,12,61,0,15,250,28,114,826,0
54,184,47,51,157,211,2,89,57,828

