0.10103225806451613,0.8164322723908216,0.7667342799188641,0.8225574712643678,0.7548278757346767,0.7634069400630915,0.7340350877192983,0.8294409058740269,0.592638036809816,0.7084769124741558
0.5653429602888087,0.3863397548161121,0.407181328545781,0.40034965034965037,0.3165492957746479,0.34695340501792116,0.374910394265233,0.41413427561837457,0.34873646209386283,0.36583629893238434
1566,22,170,22,126,167,300,94,179,124
1477,1103,46,23,35,9,8,4,99,51
1480,34,1134,23,5,10,4,28,56,11
1520,16,40,1145,5,13,3,35,36,47
1708,53,7,4,899,24,14,12,79,40
1593,20,19,43,7,968,18,14,46,62
1669,5,15,2,11,1,1046,0,37,4
1444,9,12,29,35,3,0,1172,73,53
1517,74,30,36,24,30,31,31,966,31
1526,15,6,65,44,43,1,23,59,1028

