0.6862123613312203,0.4586762075134168,0.6449394038650508,0.49495240842226707,0.6406473108043789,0.4919216225507047,0.6695278969957081,0.721342383107089,0.2509066930431916,0.43870713441072134
0.6252707581227437,0.4490367775831874,0.7070017953321365,0.6,0.47394366197183097,0.5129032258064516,0.7268817204301076,0.6759717314487632,0.27472924187725634,0.39608540925266905
1732,58,45,92,51,113,136,34,229,280
16,1282,166,61,197,145,112,58,594,224
151,37,1969,264,7,115,64,19,123,36
16,38,353,1716,26,247,34,166,67,197
149,152,8,28,1346,57,365,117,376,242
168,101,51,400,21,1431,145,117,155,201
143,122,65,19,232,122,2028,2,50,7
34,12,38,363,34,114,12,1913,228,82
47,807,265,130,142,221,116,126,761,155
68,186,93,394,45,344,17,100,450,1113

