0.9917264202978489,0.8634259259259259,0.9156214367160775,0.965311004784689,0.9856985698569857,0.9250585480093677,0.996378998189499,0.8488314271506713,0.9957472660996355,0.94058229352347
0.990633608815427,0.8197802197802198,0.8824175824175824,0.9607142857142857,0.9846153846153847,0.9432835820895522,0.9827380952380952,0.9379120879120879,0.9755952380952381,0.9422619047619047
1798,12,0,0,1,0,2,1,0,1
0,1492,137,24,3,20,0,134,0,10
0,92,1606,0,0,1,0,121,0,0
0,11,0,1614,0,30,0,12,0,13
0,1,0,0,1792,15,3,4,0,5
0,10,0,23,3,1580,1,2,0,56
6,3,0,0,4,3,1651,10,3,0
0,72,10,5,5,9,0,1707,0,12
9,16,1,0,0,7,0,5,1639,3
0,19,0,6,10,43,0,15,4,1583

