0.9914759982054733,0.6300591715976331,0.9011062688568555,0.9411764705882353,0.9727988546886185,0.933695652173913,0.9914147069802165,0.9506970418225094,0.8469532357109116,0.913825402772574
0.7978339350180506,0.932399299474606,0.9651705565529622,0.8895104895104895,0.9570422535211267,0.9236559139784947,0.9519713261648746,0.9879858657243816,0.6472924187725632,0.8679715302491103
2210,160,134,45,10,54,5,0,117,35
0,2662,6,5,5,0,3,0,173,1
3,35,2688,44,0,0,0,5,0,10
0,54,112,2544,0,44,0,28,12,66
0,93,0,0,2718,0,7,3,0,19
15,64,5,11,5,2577,0,19,18,76
0,89,0,0,25,20,2656,0,0,0
0,13,0,4,12,0,0,2796,0,5
1,867,18,7,10,30,8,18,1793,18
0,188,20,43,9,35,0,72,4,2439

