3040000,103.59196882699239,161.23992499124577,104
2128000,104.00342908486114,81.80256158757955,104
2888000,103.5172906951912,78.34450918799884,104
2280000,105.01404888102296,100.48375567477439,104
2736000,103.79607579105706,93.53801357239571,104
2584000,104.29763967187728,119.3192007650283,104
3192000,105.30540154249721,81.53531796790902,104
4104000,105.01211366859859,88.97067134812647,104
2128000,104.56273225002269,88.34694457757638,104
2736000,104.83662475064033,119.60266262683407,104
2280000,104.22392293614904,90.65505259059064,104
3192000,104.20676502694606,93.71673714467985,104
2888000,104.69583139894766,127.6866556497759,104
2736000,103.89796256651563,72.84547904782782,104
2432000,104.70794608630611,72.36456670463795,104
3192000,103.65441024078153,66.948645688993,104
3040000,103.7533020781793,45.10598170028963,104
3344000,104.34871431027551,52.01352206991711,104
2736000,102.89744585636618,82.79792790103308,104
2432000,104.38756363371809,135.75450802513149,104
3192000,103.64953276604375,71.41831057014429,104
3344000,105.33382175177962,70.45228641943251,104
3648000,102.63000493392667,84.90567980744348,104
3040000,106.38129759962034,134.64446865489145,104
2888000,105.02139120924566,99.01304367229821,104
2736000,104.1932402184076,120.49441239268208,104
2736000,104.96410413268897,56.87070473943389,104
2736000,105.15929553397915,87.90219013573692,104
2280000,104.08534702754321,54.41487442366481,104
3800000,103.83292436754684,66.56039218692707,104
2736000,102.69886716993696,128.15806215661598,104
