37494600,540.944671062538,60854.73256461853,292
49643200,623.1807235884525,59065.7625583777,292
111609800,626.0664894346331,54004.59096339675,292
62141400,598.1116592395658,54270.835985539146,292
53663600,564.1581551687614,52874.04842434662,292
119344700,625.9386416331573,53122.46584377447,292
38368600,608.4460869973135,50134.72132272822,292
132542100,654.409106874677,48908.57272786315,292
94042400,613.5811464274703,52548.85498760678,292
54450200,594.65872842681,61459.605690692304,292
38805600,730.7541290855303,58769.09412914017,292
5462500,651.7965229861788,52938.57238432773,292
18048100,608.2017175567557,45916.1344909491,292
112746000,649.4250439631968,51182.703153713424,292
62272500,654.7463774356225,66877.41687161247,292
129963800,585.488119035749,55325.31910421713,292
95659300,596.3378313491513,52969.31665916672,292
81019800,616.812373503122,55951.96853181204,292
79665100,525.3182415385232,64655.79500829511,292
49774300,642.8017370409955,56303.797440126225,292
192717000,646.5541854528725,51450.978675635415,292
135994400,610.6826118356606,50795.33664372841,292
134290100,712.7567079297547,58790.647790794086,292
59388300,580.862302675772,50849.86431829223,292
117902600,589.5257437644698,58773.8992658351,292
60874100,634.956052647925,59019.514331722836,292
101995800,663.0965668067319,65500.29522651725,292
10488000,682.1913455433722,63087.33320995097,292
22636600,537.7057240074193,55611.16986874512,292
76649800,660.5325512031515,53981.63133464688,292
29104200,642.1287079716465,70021.26949219508,292
