accuracy,error,tests,input,hidden layer,hidden neurons,eta,momentum,alpha,range,density,logistic alpha
-0.3476211403557606,1.8025721936848587,25205,2,2,50,0.01,true,0.1,0.5,20000,1
-0.05619510639714463,1.7674707228394961,25205,2,2,50,0.01,true,0.1,0.5,20000,0.51
-0.27346615089722215,1.852592940763562,25205,2,2,50,0.01,true,0.1,0.5,20000,0.020000000000000018
-0.35526926631202677,1.8394471840603661,25205,2,2,50,0.01,false,0.1,0.5,20000,1
-0.41891529332618305,1.874169986543786,25205,2,2,50,0.01,false,0.1,0.5,20000,0.51
-0.5131235968943609,1.792440412103406,25205,2,2,50,0.01,false,0.1,0.5,20000,0.020000000000000018
