O/E,Error,Tests,Inputs,Hidden Layers,Hidden Layer Neuron Count,Eta,Momentum,Alpha,Range,Density,Logistic Alpha
4.02855189832325,24.452855648084686,2515,2,0,0,0.2,false,0.25,0.75,350,0.5800000000000003
4.031796779352209,24.207661477418313,2515,2,0,0,0.2,false,0.25,0.75,350,0.5900000000000003
3.9435529623366916,24.928738167596435,2515,2,0,0,0.2,false,0.25,0.75,350,0.6000000000000003
4.062060621982817,25.16171561201821,2515,2,0,0,0.2,false,0.25,0.75,350,0.6100000000000003
4.20846800407938,24.35636335694408,2515,2,0,0,0.2,false,0.25,0.75,350,0.6200000000000003
4.319322082853359,24.319279933744202,2515,2,0,0,0.2,false,0.25,0.75,350,0.6300000000000003
3.95209440482826,23.654672929794756,2515,2,0,0,0.2,false,0.25,0.75,350,0.6400000000000003
4.048345768075643,24.00783605583047,2515,2,0,0,0.2,false,0.25,0.75,350,0.6500000000000004
3.965381967124061,25.25618096721843,2515,2,0,0,0.2,false,0.25,0.75,350,0.6600000000000004
4.226609945390327,23.380338346020842,2515,2,0,0,0.2,false,0.25,0.75,350,0.6700000000000004
3.9874464212113114,23.93345463948424,2515,2,0,0,0.2,false,0.25,0.75,350,0.6800000000000004
4.169962064224186,25.151681131870333,2515,2,0,0,0.2,false,0.25,0.75,350,0.6900000000000004
4.0767121397567525,24.69109522206833,2515,2,0,0,0.2,false,0.25,0.75,350,0.7000000000000004
4.302010698167296,24.027413464895783,2515,2,0,0,0.2,false,0.25,0.75,350,0.7100000000000004
4.085020077565459,25.42261107691744,2515,2,0,0,0.2,false,0.25,0.75,350,0.7200000000000004
4.382450691430509,25.845262184278756,2515,2,0,0,0.2,false,0.25,0.75,350,0.7300000000000004
4.039173422079758,25.03072496253595,2515,2,0,0,0.2,false,0.25,0.75,350,0.7400000000000004
4.312008427857453,23.654589335153513,2515,2,0,0,0.2,false,0.25,0.75,350,0.7500000000000004
4.171020171346666,24.00796616256618,2515,2,0,0,0.2,false,0.25,0.75,350,0.7600000000000005
4.242344180401401,23.676227326570512,2515,2,0,0,0.2,false,0.25,0.75,350,0.7700000000000005
4.56242020167375,25.115102649471407,2515,2,0,0,0.2,false,0.25,0.75,350,0.7800000000000005
4.250889564351401,24.637482868183938,2515,2,0,0,0.2,false,0.25,0.75,350,0.7900000000000005
4.19671727892214,24.560014541920225,2515,2,0,0,0.2,false,0.25,0.75,350,0.8000000000000005
3.9900171659083905,24.881477751321956,2515,2,0,0,0.2,false,0.25,0.75,350,0.8100000000000005
4.259103647139104,24.512066539180932,2515,2,0,0,0.2,false,0.25,0.75,350,0.8200000000000005
4.1387813378602,24.133593693367033,2515,2,0,0,0.2,false,0.25,0.75,350,0.8300000000000005
4.411536271132134,23.527716935276477,2515,2,0,0,0.2,false,0.25,0.75,350,0.8400000000000005
4.118236173951679,24.3353657396193,2515,2,0,0,0.2,false,0.25,0.75,350,0.8500000000000005
4.213802685787559,23.912654643931095,2515,2,0,0,0.2,false,0.25,0.75,350,0.8600000000000005
4.117042337024992,23.669402341485128,2515,2,0,0,0.2,false,0.25,0.75,350,0.8700000000000006
3.9312543708375594,24.438730458836137,2515,2,0,0,0.2,false,0.25,0.75,350,0.8800000000000006
4.287385786356833,24.321488607354347,2515,2,0,0,0.2,false,0.25,0.75,350,0.8900000000000006
3.81338777563537,24.441729477406636,2515,2,0,0,0.2,false,0.25,0.75,350,0.9000000000000006
4.109801819662111,24.905494813440576,2515,2,0,0,0.2,false,0.25,0.75,350,0.9100000000000006
4.189617984847064,23.859937920179558,2515,2,0,0,0.2,false,0.25,0.75,350,0.9200000000000006
4.062489545085241,23.568686770098214,2515,2,0,0,0.2,false,0.25,0.75,350,0.9300000000000006
4.091232436763191,25.541807898258476,2515,2,0,0,0.2,false,0.25,0.75,350,0.9400000000000006
4.092509953052402,24.754695486359132,2515,2,0,0,0.2,false,0.25,0.75,350,0.9500000000000006
3.964168467981721,23.64900090222842,2515,2,0,0,0.2,false,0.25,0.75,350,0.9600000000000006
4.061818099509182,24.15267271351411,2515,2,0,0,0.2,false,0.25,0.75,350,0.9700000000000006
4.188601179745817,24.76579389260837,2515,2,0,0,0.2,false,0.25,0.75,350,0.9800000000000006
4.199700719974863,24.642036022689123,2515,2,0,0,0.2,false,0.25,0.75,350,0.9900000000000007
4.108849778986818,24.779926523596963,2515,2,0,0,0.2,false,0.25,0.75,350,0.01
4.133761327293658,24.29022175744203,2515,2,0,0,0.2,false,0.25,0.75,350,0.02
4.6391150588871035,23.604184382275186,2515,2,0,0,0.2,false,0.25,0.75,350,0.03
4.234746623385354,24.70787332265334,2515,2,0,0,0.2,false,0.25,0.75,350,0.04
3.8577825829824297,24.45034530506537,2515,2,0,0,0.2,false,0.25,0.75,350,0.05
4.2961560492667985,23.825747556692647,2515,2,0,0,0.2,false,0.25,0.75,350,0.060000000000000005
4.258164566176094,24.931666014431713,2515,2,0,0,0.2,false,0.25,0.75,350,0.07
4.114202953074965,24.7176222648673,2515,2,0,0,0.2,false,0.25,0.75,350,0.08
4.120023088637959,24.02959386931324,2515,2,0,0,0.2,false,0.25,0.75,350,0.09
4.302048535934068,26.7402390627177,2515,2,0,0,0.2,false,0.25,0.75,350,0.09999999999999999
4.147110937556214,23.960937406511945,2515,2,0,0,0.2,false,0.25,0.75,350,0.10999999999999999
4.54504925703689,25.020889519151073,2515,2,0,0,0.2,false,0.25,0.75,350,0.11999999999999998
3.9812163116417087,24.38775927584971,2515,2,0,0,0.2,false,0.25,0.75,350,0.12999999999999998
3.9533105194074767,23.838260775361793,2515,2,0,0,0.2,false,0.25,0.75,350,0.13999999999999999
4.2337330958532915,22.877227666421646,2515,2,0,0,0.2,false,0.25,0.75,350,0.15
3.8562061033534656,24.458260844671603,2515,2,0,0,0.2,false,0.25,0.75,350,0.16
4.049167885493729,23.792550487638206,2515,2,0,0,0.2,false,0.25,0.75,350,0.17
3.738807950993897,24.368825158489443,2515,2,0,0,0.2,false,0.25,0.75,350,0.18000000000000002
4.215365083808595,23.958356632726037,2515,2,0,0,0.2,false,0.25,0.75,350,0.19000000000000003
4.1171647295684775,24.24686213415005,2515,2,0,0,0.2,false,0.25,0.75,350,0.20000000000000004
3.907921516492263,24.14845219174735,2515,2,0,0,0.2,false,0.25,0.75,350,0.21000000000000005
3.914073694974145,23.99668383701926,2515,2,0,0,0.2,false,0.25,0.75,350,0.22000000000000006
4.163242028668949,24.76852407361985,2515,2,0,0,0.2,false,0.25,0.75,350,0.23000000000000007
4.134552406019351,24.11491261946136,2515,2,0,0,0.2,false,0.25,0.75,350,0.24000000000000007
4.016371468411047,24.189407836163568,2515,2,0,0,0.2,false,0.25,0.75,350,0.25000000000000006
4.403229009392663,24.39238280406325,2515,2,0,0,0.2,false,0.25,0.75,350,0.26000000000000006
4.096505914461432,23.49789466940878,2515,2,0,0,0.2,false,0.25,0.75,350,0.2700000000000001
4.083950539278491,23.284630611255036,2515,2,0,0,0.2,false,0.25,0.75,350,0.2800000000000001
4.301637179695886,24.303743845757474,2515,2,0,0,0.2,false,0.25,0.75,350,0.2900000000000001
4.083475586096459,24.99376561580327,2515,2,0,0,0.2,false,0.25,0.75,350,0.3000000000000001
4.1985658198131075,24.449283538706553,2515,2,0,0,0.2,false,0.25,0.75,350,0.3100000000000001
4.116228709362758,24.77965787210498,2515,2,0,0,0.2,false,0.25,0.75,350,0.3200000000000001
4.216195202695915,24.560012837953572,2515,2,0,0,0.2,false,0.25,0.75,350,0.3300000000000001
3.8671949022366974,23.47327848219435,2515,2,0,0,0.2,false,0.25,0.75,350,0.34000000000000014
3.9745800400726736,24.29488261410408,2515,2,0,0,0.2,false,0.25,0.75,350,0.35000000000000014
4.324037799654101,24.227242405390996,2515,2,0,0,0.2,false,0.25,0.75,350,0.36000000000000015
4.460683906985766,25.28236583113169,2515,2,0,0,0.2,false,0.25,0.75,350,0.37000000000000016
3.7711582521483247,23.727679602125647,2515,2,0,0,0.2,false,0.25,0.75,350,0.38000000000000017
4.373145410959058,24.973947429803577,2515,2,0,0,0.2,false,0.25,0.75,350,0.3900000000000002
4.704627226704091,25.10582799631478,2515,2,0,0,0.2,false,0.25,0.75,350,0.4000000000000002
4.089935568966239,24.595568570413672,2515,2,0,0,0.2,false,0.25,0.75,350,0.4100000000000002
4.316007577439112,24.694007290159462,2515,2,0,0,0.2,false,0.25,0.75,350,0.4200000000000002
3.915092522044358,24.407636784310593,2515,2,0,0,0.2,false,0.25,0.75,350,0.4300000000000002
3.8468830117189103,24.377005084863125,2515,2,0,0,0.2,false,0.25,0.75,350,0.4400000000000002
4.03889533066051,25.093248799853807,2515,2,0,0,0.2,false,0.25,0.75,350,0.45000000000000023
4.301459800636136,23.19422036947908,2515,2,0,0,0.2,false,0.25,0.75,350,0.46000000000000024
4.1301503536716115,24.62565523248182,2515,2,0,0,0.2,false,0.25,0.75,350,0.47000000000000025
4.151445452838507,23.757513512150705,2515,2,0,0,0.2,false,0.25,0.75,350,0.48000000000000026
3.680118352465078,24.069608034301904,2515,2,0,0,0.2,false,0.25,0.75,350,0.49000000000000027
4.024821605459116,25.159078013196744,2515,2,0,0,0.2,false,0.25,0.75,350,0.5000000000000002
4.120431325460275,24.720652867745045,2515,2,0,0,0.2,false,0.25,0.75,350,0.5100000000000002
4.3370084555065125,24.3677546650763,2515,2,0,0,0.2,false,0.25,0.75,350,0.5200000000000002
4.111060084523745,25.404412919023486,2515,2,0,0,0.2,false,0.25,0.75,350,0.5300000000000002
4.570247267817718,24.694718269320738,2515,2,0,0,0.2,false,0.25,0.75,350,0.5400000000000003
4.050208310904267,24.6190225882982,2515,2,0,0,0.2,false,0.25,0.75,350,0.5500000000000003
4.166901514916969,24.61621032511014,2515,2,0,0,0.2,false,0.25,0.75,350,0.5600000000000003
3.9157776561892232,23.894539922238895,2515,2,0,0,0.2,false,0.25,0.75,350,0.5700000000000003
4.037515303611075,24.5342156112591,2515,2,0,0,0.2,false,0.25,0.75,350,0.5800000000000003
4.234790350981156,24.752239525278192,2515,2,0,0,0.2,false,0.25,0.75,350,0.5900000000000003
3.9337315051495576,23.602923718400824,2515,2,0,0,0.2,false,0.25,0.75,350,0.6000000000000003
3.925669117218702,25.2265158432076,2515,2,0,0,0.2,false,0.25,0.75,350,0.6100000000000003
4.000674445906298,23.816549151355098,2515,2,0,0,0.2,false,0.25,0.75,350,0.6200000000000003
4.129840160642742,25.35450510780578,2515,2,0,0,0.2,false,0.25,0.75,350,0.6300000000000003
4.186250948321091,24.294327088091865,2515,2,0,0,0.2,false,0.25,0.75,350,0.6400000000000003
4.331700694328248,24.635865783406796,2515,2,0,0,0.2,false,0.25,0.75,350,0.6500000000000004
3.9977773465501167,24.582193624901002,2515,2,0,0,0.2,false,0.25,0.75,350,0.6600000000000004
4.0796412636465,24.494089988484113,2515,2,0,0,0.2,false,0.25,0.75,350,0.6700000000000004
3.9629457005395583,25.59203593457682,2515,2,0,0,0.2,false,0.25,0.75,350,0.6800000000000004
4.120563929225566,24.662007352841737,2515,2,0,0,0.2,false,0.25,0.75,350,0.6900000000000004
4.30709007763867,25.00956205488737,2515,2,0,0,0.2,false,0.25,0.75,350,0.7000000000000004
3.9045729381050998,24.74549586709479,2515,2,0,0,0.2,false,0.25,0.75,350,0.7100000000000004
4.1217421148853735,25.226561135114395,2515,2,0,0,0.2,false,0.25,0.75,350,0.7200000000000004
4.182928922825488,24.091778392129427,2515,2,0,0,0.2,false,0.25,0.75,350,0.7300000000000004
4.12589110618573,23.858069103785315,2515,2,0,0,0.2,false,0.25,0.75,350,0.7400000000000004
4.348580401625832,25.357873676134414,2515,2,0,0,0.2,false,0.25,0.75,350,0.7500000000000004
3.746796906897376,24.283752251653038,2515,2,0,0,0.2,false,0.25,0.75,350,0.7600000000000005
4.109144444836941,25.292078073029565,2515,2,0,0,0.2,false,0.25,0.75,350,0.7700000000000005
4.227502890788097,24.940744162482126,2515,2,0,0,0.2,false,0.25,0.75,350,0.7800000000000005
4.196159217139875,24.12046393123223,2515,2,0,0,0.2,false,0.25,0.75,350,0.7900000000000005
4.3928782206636505,25.38102457392552,2515,2,0,0,0.2,false,0.25,0.75,350,0.8000000000000005
