accuracy,error,tests,input,hidden layer,hidden neurons,eta,momentum,alpha,range,density,logistic alpha
0.21384740440760702,31.960465777642312,233280,6,2,50,0.01,true,0.1,0.5,20000,1
0.4500336598487049,36.12335613552079,233280,6,2,50,0.01,true,0.1,0.5,20000,0.51
0.1011670762724266,33.91901622769464,233280,6,2,50,0.01,true,0.1,0.5,20000,0.020000000000000018
0.33632660562809213,34.01716519369299,233280,6,2,50,0.01,false,0.1,0.5,20000,1
0.3542647340426816,33.51662841279701,233280,6,2,50,0.01,false,0.1,0.5,20000,0.51
0.11221211932011735,34.12638100438456,233280,6,2,50,0.01,false,0.1,0.5,20000,0.020000000000000018
