1,0.8343949044585988,1,0.9905660377358491,0.9519230769230769,0.9557522123893806,0.9897959183673469,0.9897959183673469,0.9196428571428571,0.9133858267716536
0.9090909090909091,0.9776119402985075,0.967479674796748,0.963302752293578,0.9519230769230769,0.9152542372881356,0.9509803921568627,0.9509803921568627,0.9279279279279279,0.9508196721311475
90,2,0,0,1,2,1,0,2,1
0,131,0,0,1,0,0,0,2,0
0,3,119,0,0,0,0,0,0,1
0,0,0,105,0,0,0,1,1,2
0,3,0,0,99,0,0,0,0,2
0,5,0,0,0,108,0,0,1,4
0,3,0,0,2,0,97,0,0,0
0,2,0,0,0,0,0,97,2,1
0,6,0,1,0,1,0,0,103,0
0,2,0,0,1,2,0,0,1,116

