0.9420289855072463,0.7307692307692307,0.8387096774193549,0.44680851063829785,0.8210526315789474,1,0.9722222222222222,0.7654320987654321,0.9705882352941176,0.6666666666666666
0.9027777777777778,0.5846153846153846,0.8125,0.984375,0.9873417721518988,0.4383561643835616,0.9722222222222222,0.775,0.9428571428571428,0.3
65,0,0,0,5,0,1,0,1,0
0,38,10,6,0,0,0,11,0,0
0,4,52,0,0,0,0,8,0,0
0,1,0,63,0,0,0,0,0,0
0,0,0,0,78,0,1,0,0,0
0,0,0,32,0,32,0,0,0,9
2,0,0,0,0,0,70,0,0,0
0,7,0,8,3,0,0,62,0,0
2,2,0,0,0,0,0,0,66,0
0,0,0,32,9,0,0,0,1,18
