0.21951219512195122,0.05,0.171875,0.15873015873015872,0.2765957446808511,0.21568627450980393,0.34959349593495936,0.3333333333333333,0.27586206896551724,0.2465753424657534
0.2465753424657534,0.014285714285714285,0.171875,0.1388888888888889,0.1625,0.14285714285714285,0.7049180327868853,0.7101449275362319,0.12121212121212122,0.26865671641791045
18,3,10,10,6,8,1,5,3,9
3,1,3,3,3,2,12,40,2,1
8,3,11,2,2,7,0,29,1,1
17,3,11,10,3,7,1,14,2,4
15,6,5,17,13,6,3,0,7,8
12,3,11,13,6,11,14,3,1,3
0,0,0,1,2,0,43,0,2,13
1,1,7,3,0,8,0,49,0,0
3,0,4,3,7,0,22,3,8,16
5,0,2,1,5,2,27,4,3,18
