0.16901408450704225,0.15,0.140625,0.1270718232044199,0.29545454545454547,0.11475409836065574,0.5172413793103449,0.2413793103448276,0.12,0.36507936507936506
0.17391304347826086,0.043478260869565216,0.13432835820895522,0.35384615384615387,0.16049382716049382,0.1111111111111111,0.6666666666666666,0.09859154929577464,0.1,0.359375
12,5,8,8,4,12,4,2,10,4
3,3,5,41,1,3,8,1,2,2
7,4,9,26,3,10,0,5,0,3
9,1,11,23,6,6,0,3,5,1
9,1,11,9,13,12,6,2,10,8
9,2,10,10,2,7,14,6,3,0
3,0,0,2,3,2,60,0,6,14
3,2,6,49,0,4,0,7,0,0
10,2,2,9,5,3,13,2,6,8
6,0,2,4,7,2,11,1,8,23
