0.9864864864864865,0.9230769230769231,0.8160919540229885,0.984375,1,1,0.9871794871794872,0.9078947368421053,1,0.9518072289156626
0.9864864864864865,0.7692307692307693,0.9726027397260274,0.9402985074626866,0.9846153846153847,0.9107142857142857,0.9871794871794872,0.971830985915493,1,0.9875
73,0,1,0,0,0,0,0,0,0
0,60,15,0,0,0,0,3,0,0
0,0,71,0,0,0,0,2,0,0
0,3,0,63,0,0,0,1,0,0
0,0,0,0,64,0,1,0,0,0
0,0,0,1,0,51,0,0,0,4
1,0,0,0,0,0,77,0,0,0
0,2,0,0,0,0,0,69,0,0
0,0,0,0,0,0,0,0,57,0
0,0,0,0,0,0,0,1,0,79
