1,0.8805970149253731,1,0.975,0.9354838709677419,0.9658119658119658,0.9914529914529915,0.9622641509433962,0.8482142857142857,0.9099099099099099
0.9813084112149533,0.9833333333333333,0.9732142857142857,0.9212598425196851,0.9560439560439561,0.9416666666666667,0.9747899159663865,0.918918918918919,0.9047619047619048,0.9017857142857143
105,0,0,0,1,0,0,0,0,1
0,118,0,0,0,0,0,1,1,0
0,2,109,1,0,0,0,0,0,0
0,2,0,117,0,0,0,1,4,3
0,0,0,0,87,0,0,1,2,1
0,1,0,0,0,113,0,0,3,3
0,1,0,0,2,0,116,0,0,0
0,4,0,0,0,0,0,102,4,1
0,4,0,0,2,2,1,0,95,1
0,2,0,2,1,2,0,1,3,101

