1,0.9147286821705426,1,0.981651376146789,0.9732142857142857,0.984375,0.9714285714285714,0.9583333333333334,0.9714285714285714,0.9411764705882353
0.9910714285714286,0.9915966386554622,0.9716981132075472,0.9727272727272728,0.9646017699115044,0.984375,0.9807692307692307,0.9829059829059829,0.9107142857142857,0.9320388349514563
111,0,0,0,1,0,0,0,0,0
0,118,0,0,0,0,0,1,0,0
0,0,103,0,0,0,0,1,0,2
0,0,0,107,0,1,0,1,1,0
0,1,0,0,109,0,0,1,0,2
0,0,0,0,0,126,1,0,0,1
0,1,0,0,1,0,102,0,0,0
0,1,0,0,0,0,0,115,0,1
0,6,0,0,1,1,2,0,102,0
0,2,0,2,0,0,0,1,2,96
