0.9763779527559056,NaN,0.75,0.8292682926829268,1,1,NaN,1,0.8110236220472441,1,NaN,1,0.9770992366412213,0.8636363636363636,NaN,0.9144736842105263,0.875,0.9032258064516129,1,0.8640776699029126,1,0.05579738820736051,0.9375,NaN,1,0.9583333333333334
0.8211920529801324,0,0.49640287769784175,0.5074626865671642,0.09090909090909091,0.19186046511627908,0,0.035211267605633804,0.7573529411764706,0.55625,0,0.785234899328859,0.7619047619047619,0.11242603550295859,0,0.7239583333333334,0.24647887323943662,0.19718309859154928,0.026845637583892617,0.5527950310559007,0.271523178807947,0.9929577464788732,0.84375,0,0.14193548387096774,0.5786163522012578
124,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,25,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0
0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0
0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0
0,0,23,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0
0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,127,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0
1,0,0,2,0,0,0,5,0,0,0,0,0,3,0,0,0,2,0,0,0,129,0,0,0,0
0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0
0,0,0,0,0,0,0,0,24,89,0,0,0,0,0,4,0,0,0,0,0,43,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,134,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,32,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,32,7,0,0,0
0,0,0,9,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,141,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,1,0,0,1,0,51,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,107,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,114,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,140,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,71,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,110,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,135,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,120,0,0,22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,92

