1519.2047894346997,1639.3196071292832,1697.075487149663,1564.7419525163014,1602.6185837054004,1465.9061291752205,1446.863937799747,1593.2945532411659,1432.9537618054212,1512.4251984838945,
1487.2482652253373,1583.9769027797945,1630.55770389648,1511.9141382880807,1546.0447534044033,1413.1200614597267,1398.416292406653,1530.4538296734802,1381.5069769761358,1441.5928407144422,
1457.1900442932565,1535.0073701357721,1572.395970988505,1462.9510818060944,1492.7080159544687,1366.9350247571867,1355.6129321679769,1473.2730845494098,1339.044380797121,1387.318608303019,
1427.832130869014,1491.5852981960084,1521.412620202809,1418.8551702754778,1442.1375632019437,1326.664685831995,1316.1700057394764,1419.6847389735624,1301.5092325018559,1346.4282378227156,
1399.118861213908,1453.9449242052578,1475.1482485151823,1379.3274874671026,1393.9567853178007,1291.3263065178567,1279.6692194268371,1369.5063671256858,1267.3058217164926,1311.5728841439195,
1371.0325553249475,1418.3427108855399,1433.5496091236632,1344.375093979163,1347.7857007652078,1259.9279397730236,1245.3416032694756,1322.1285982908169,1235.2494711641182,1279.3508240766191,
1343.5889197772342,1384.373778857784,1397.7657439797579,1312.0312277449573,1303.5894346835187,1231.132673580417,1212.456807725353,1276.8963284389233,1205.6586866728921,1248.9692920763755,
1316.7306859375467,1352.0616781373026,1367.7967465418258,1281.8835163187841,1261.345283866282,1204.4128113096485,1181.3459721006348,1234.1330953980193,1177.7002226575923,1220.198819495219,
1290.4494375908407,1321.125367304983,1339.8348614932238,1253.596488145441,1220.8514102492702,1179.1832560364664,1157.020546943357,1193.6607615414605,1150.9188164358018,1192.6851197853284,
1264.7414268518642,1291.2615452295565,1313.1948586604533,1226.604042195194,1182.4298841837249,1155.3543361275292,1133.5447023968895,1155.0475912469456,1125.3748480335462,1166.7811896537455,
1239.5986974487105,1262.506503420327,1287.4375913409747,1200.6586436366106,1149.1060658276256,1132.636145873803,1110.695355209252,1118.5870126783866,1101.2012553783793,1142.299069814486,
1215.0367117718706,1234.895574514061,1262.438427931996,1175.4389210557076,1120.4725662741894,1110.7491522518458,1088.4016884640412,1083.9549072761388,1078.3675148023601,1119.2079820000538,
1191.0140776882206,1208.1986514984792,1238.1533862528704,1151.017986000963,1092.9509398870725,1089.5437482991763,1066.6724872958507,1051.198274253373,1056.3800933382056,1098.357040577443,
1167.5065138596503,1182.2486524659284,1214.4663244188412,1127.417910575385,1066.6011584663668,1069.0548237742216,1045.4707664517061,1020.8561808110871,1035.4221807898946,1078.5978082994347,
1144.5196489206623,1157.4566067253215,1191.419040409227,1104.4211464280484,1041.686286069896,1049.3340344590101,1024.779080087511,994.5815404623734,1015.3421038622528,1059.638745479821,
1122.1053258337452,1133.542206447342,1168.9512014889817,1082.140943424191,1018.9970064923144,1030.3586449809418,1004.6759590838403,970.0489460777492,995.9483022572995,1041.6414466945869,
1100.2138569591123,1110.289728910492,1147.0489670973784,1060.5797103955808,997.9558477727273,1012.0015096913612,985.0818021580716,947.2614310672209,977.1852418666402,1024.6153762895394,
1078.8605160826542,1087.715825712596,1125.7365721946876,1039.768644962011,978.2493756367554,994.3273520723435,966.1097030986449,926.8818037826728,959.1609333176722,1008.2258109510502,
1058.1763901651739,1065.867024933588,1105.098325439277,1019.6467358792585,959.5553709248113,977.1973660703397,947.7523100536398,908.7041095077332,941.9440446390909,992.6238056916959,
1038.4839483972214,1044.8683960578364,1085.2328384625366,1000.2236532096756,941.4647198247022,960.5571158958712,929.9701060999002,892.880729584874,925.606132317978,977.5781062686485,
1019.7160331882033,1024.4605185877201,1066.5891068053209,981.3272307965003,924.1728098111498,944.5675781182761,912.9285719580264,879.0807245715364,910.4784732614448,963.1196946059699,
