384,151503.67680000022,151070.58100000006,151610.46719999987,151065.1565999997,151325.46240000034,150800.35419999983,150812.92200000014,149784.2959999999,150106.76400000093,150427.8260000002,150355.05600000016,150832.0602000001,150198.45800000036,150438.77000000022,150625.2836000002,150218.5599999997,149609.0081999997,149145.55359999964,148967.66800000056,148230.47219999976,148720.4103999998,147717.16300000038,147734.7749999996,147489.0950000005,147432.79839999945,146637.34080000024,148049.10199999978,146762.52319999962,146396.03700000042,146906.88959999976,146731.86879999982,147724.37799999985,147594.7669999997,146277.19680000035,146132.84640000036,145979.05319999965,145627.47360000017,145381.0092000002,145111.30379999982,144393.85239999983,143885.6406000008,143404.5199999995,143486.31839999987,142913.94799999948,142828.95200000016,142729.5199999995,141865.88779999944,141883.48160000003,142620.52400000027,143152.3759999993,143444.32640000025,142414.13699999964,142905.66799999995,142922.91199999998,141970.2469999995,141476.48639999988,141410.02879999974,140718.14500000034,142273.39879999988,145398.5040000003,145021.85340000063,143701.27400000027,143697.47299999968,142346.26019999984,141646.54940000037,140947.21999999965
384,152376.8744000002,152279.95520000023,151633.88319999987,151167.90639999998,150981.67360000065,151744.4047999995,151679.37920000008,151558.57040000052,151877.12059999944,151589.4776000009,151566.50399999984,150779.61120000042,150200.61619999973,150174.62319999989,150646.35680000018,150075.47579999943,149682.66359999945,150430.83360000083,149809.44960000037,149777.24819999989,150637.40799999965,150370.4480000003,150976.22160000005,150608.41840000023,149888.6628000003,149506.99579999945,148385.93079999986,147010.946,146667.36400000032,147760.8772000006,147830.29240000047,146121.8735999999,145428.68039999946,145363.18919999996,145064.1268000003,145086.65840000028,144144.6439999994,143851.71980000025,142519.95879999956,142786.56720000025,142484.8571999996,142122.09319999954,141441.9195999996,142095.144,140725.04460000002,140683.09560000044,140418.79920000004,139401.04000000053,140427.6846000003,140403.6126000005,139723.42499999976,140099.15520000042,140482.6608000003,140156.49599999975,139739.1749999997,140421.56039999993,139644.1499999993,139274.83000000037,140311.90399999995,140421.13559999972,140081.87199999968,140308.84159999946,140967.7469999995,141019.39560000008,139581.32499999952,139593.0850000002,140624.08380000023,138929.4272000008,142429.07200000057,142471.0799999992,143108.53360000014,143462.3948000003,143112.37840000007
384,142365.85600000067,141522.4130000003,141260.3887999996,141934.0999999996,142883.07219999965,142846.43839999978,142397.16800000027,142352.59400000042,142281.53399999984,141751.88999999964,141217.03599999912,141414.30499999961,140638.15859999976,139948.98880000037,139674.13619999963,139643.8422000002,139957.14199999935,138498.42979999978,137988.42199999982,137706.18560000072,137690.67320000054,137588.14999999962,138106.15999999974,137089.8932000001,138113.48840000058,137377.93280000036,137492.02520000032,137335.33879999956,138309.42080000043,138241.94000000015,137209.6399999996,137346.08959999983,137503.5571999995,136686.0890000007,136625.74200000035,135995.45119999975,135976.4255999998,136302.5840000003,135796.36319999964,134833.86279999962,135247.12999999925,136101.6559999997,136113.10080000048,135053.91860000064,134815.62640000042,135389.39420000062,135026.27320000008,135030.9323999996,135161.96179999996,135642.61280000035,135052.96699999986,134762.62799999985,133729.79200000042,133012.35739999995,135471.75039999967,135364.46959999984,134995.91559999963,134792.73079999976,134808.5647999997,134362.26439999972,134244.1067999994,133971.5931999995,134589.25480000026,134520.0583999995,135005.30680000005,134287.29340000034,133869.14799999967,133086.0696000001,133042.5368000003,131400.36500000051,130992.49680000031,130667.63899999991,130934.69399999997,131156.20500000066,130313.76800000003,130539.03079999986,133430.46559999997,133571.12380000055,132931.4136,133625.78800000052,134583.83119999952,133155.7005999996,134106.1485999997,133321.63359999936,131894.11019999953
384,141478.03199999937,141832.03020000042,140843.95359999972,140740.07920000007,140344.08639999948,139920.6799999992,140066.3424,140110.97360000046,139019.12360000043,138129.1439999995,138271.66799999966,138007.00700000025,137105.46080000064,136793.80160000036,136275.76620000027,135396.10920000033,138106.61099999942,137625.20400000009,135890.73840000064,135605.70720000056,135005.98560000033,135524.69159999944,135342.4440000001,136762.88959999997,134839.6587999998,133180.9049999997,134399.17559999973,134105.04160000038,133502.15359999932,133265.71520000027,132915.53500000027,132459.22259999975,132349.29839999988,131281.47320000042,130802.45680000038,130733.03759999972,130558.11359999985,130551.85279999944,130038.32960000023,130118.99760000064,129806.50800000057,128539.94639999949,130049.7160000003,129834.8879999998,129300.65599999983,128932.78240000053,128260.7360000002,128595.17939999941,128737.55399999944,128355.18799999956,128208.44400000025,129079.77359999975,128407.25040000046,127148.51520000001,127454.57760000046,127440.43199999942,126457.55479999969,125815.70700000062,126411.22900000046,125808.29220000004,124852.70600000046,123932.34979999972,123360.46039999982,123665.42100000037,123338.33120000002,122412.58159999936,123008.65559999995,124498.3712000005,122958.45580000023,123266.79200000032,123292.16119999962,122023.44500000041,126129.53340000033,125469.40759999998,125515.7547999996,124858.44800000034,125163.4696000005,124213.40479999964,124860.19700000057
384,144183.96799999964,143981.23800000007,143657.05999999962,142752.56940000012,141872.10960000026,142176.72419999997,141495.92159999965,141519.87279999955,141282.57919999966,140808.06719999947,140504.93600000016,140417.66639999926,142178.00939999954,142369.01280000023,141447.3424,142465.59180000005,141107.28800000015,140429.3223999999,140046.96799999935,140122.09279999963,140076.18320000023,139377.27440000014,139270.22719999962,139288.91439999983,138938.82079999964,137929.1079999997,137557.18399999948,137239.28000000044,137607.4299999998,136299.8680000003,137650.71999999956,137257.41000000024,136914.07359999965,137623.96899999963,137578.0519999998,136175.59839999973,136210.7608000003,136220.4796000002,135428.5337999998,135759.5827999995,137583.93499999944,137948.49599999952,137549.74700000015,137622.30400000035,137231.62099999952,137333.14900000018,136274.2787999997,135883.64020000055,136268.6732000005,135943.2978000004,135262.84639999954
384,144203.3899999997,143912.2001999998,143514.70320000063,143031.7688000004,143111.66879999937,143061.6983999999,142586.2088000004,142212.87239999982,142002.4599999996,141018.61839999963,140826.29440000013,140534.68359999967,141070.10319999943,141569.55500000075,140991.01599999968,141133.30600000004,141695.92960000024,141306.91840000043,142175.09840000037,141911.42840000032,141966.44380000065,142265.0827999995,141679.51100000032,142496.94640000042,142260.18339999943
384,146308.875,145492.68440000064,145106.8359999999,144890.1096000002,144564.12279999992,143761.3730000001,142690.7168000001,142584.54880000016,143554.92800000033,142961.38079999943,145160.8381999996,144624.71079999954,145053.6319999999,144940.26799999955,144613.52820000015,144904.6983999999,145163.6354,145129.4336,145031.07199999975,143757.22900000052,144268.11079999973,143902.34299999947
384,151216.15699999986,150746.33020000032,151654.1299999999,151385.4631999997,151472.7056000003,150755.30619999932,150727.70499999996,150521.40660000077,149962.40599999944,150168.69679999992,149624.33600000013,148729.38040000023,148298.61320000023,147293.5320000004,146649.6930000001,146343.37639999972,146559.1548000005,146477.60239999977,146500.26379999958,145356.6821999997,146380.93440000026,146296.2419999999,145880.5313999998,145270.90799999973,144653.02240000013,145411.87080000044,145442.3855999998,144536.37000000052,144360.35500000004,145250.2344000001,144550.19500000004,143546.26219999988,143609.8569999996,142617.5048,141974.79600000044,144153.21239999976,144754.4687999995,143548.096,143111.65160000022,142214.4363999997,142008.4220000002,142557.51119999957,143673.07120000056,143320.2896000007,142205.38399999985,141910.8759999995,142705.63760000016,141838.28600000002,142414.8826,141176.03240000035,140485.9039999997,140173.35520000022,141166.16279999982,141526.4039999998,140840.60120000003,140911.6826000004,140497.46360000028,140166.60159999938,139241.06920000035,140506.28539999947,139185.7587999998,141166.46699999942,140207.4934000002,139193.77479999993,137901.61039999948,138257.57300000024,140389.03320000067,139889.30079999944,139070.6776000001,138117.66399999947,137597.8609999992,138257.17700000052,135976.10880000025,136320.8537999994,135982.98739999993,135351.78620000038,135349.21080000044,135657.15039999958,135011.50199999975,133739.17600000004,132780.22280000072,132786.71000000022,132485.18240000034,131233.35099999947,130617.83360000016,137259.0165999998,136623.83820000026,136714.88999999996,136719.84519999952,136920.56340000054,136607.99459999974,135635.3083999997,136277.03940000015
