686,357.67070000000024,414.1140000000001,308.36890000000005,388.80270000000013,275.54859999999985,197.11319999999986,330.11860000000024,383.9196,441.4745000000003,517.9735000000002,400.70509999999996,318.6724,205.37989999999996,478.64249999999976,314.6149,398.7783000000002,277.3455000000003,260.85050000000007,296.8581,294.34529999999995,337.1242999999999,257.31750000000017,293.7748999999999,286.3408000000001,277.14520000000005,298.10880000000014,518.2033999999999
686,451.7361999999998,424.07929999999976,309.60959999999994,329.33699999999976,352.75130000000007,462.4391999999999,435.2800999999996,572.7465000000001,454.4209999999999,284.3713000000002,423.88840000000033,250.25579999999994,415.50849999999986,359.1653000000001,348.6313999999997,501.42030000000017,344.23409999999956,348.49369999999993,358.0071000000004,474.275,330.5742999999997,284.6672000000002,386.59050000000013,276.9491,288.4299999999999,503.1067000000005,341.32620000000037,263.17040000000003,340.9543000000003,311.0570000000002,344.8704999999999,554.0127000000009,426.71610000000027,377.17629999999986,371.4151999999999
