1556,52211.48849999997,52123.20959999995,52436.70869999991,52738.641800000056,53545.25300000001,53877.82239999994,53438.53610000007,52876.8592,52870.2223999999,52605.40410000013,52345.524800000094,52508.426500000074,52602.60700000002,52767.8119000001,52186.0207,52234.71000000006,51971.99589999982,52086.47140000006,52204.76079999997,52204.215399999855,52423.083999999966,52374.44320000006,52694.28020000004,52437.108900000014,52577.21829999999,52740.85520000006,52626.584099999985,52634.9574,52676.964400000055
1556,51984.10940000001,51607.03339999996,50830.71769999996,51103.90560000012,52549.91969999988,52126.154800000026,52380.99719999997,52358.85310000004,52592.74199999997,52583.13950000007,52528.62649999993,52906.666800000115,52682.77070000002,52773.65900000004,53036.42320000001,52934.749299999945,52712.90090000007,53195.99380000016,52768.555200000024,53369.56709999994,53118.486099999944,53323.78940000003
