830300,319.14344509254266,9886.366724007292,292
1005100,302.0685050113131,9400.49798402349,292
786600,279.54190262422514,10288.587276728338,292
1005100,261.9960307958067,9546.551482636953,292
917700,293.79317510322346,9650.592245274367,292
786600,325.66136901403434,9753.11437809016,292
655500,234.89471896451434,11021.39434445427,292
699200,172.07634289300913,12412.523797640073,292
655500,323.88352929275334,10133.510893439761,292
655500,263.53034268816094,9990.83637311299,292
655500,274.5396278582427,11324.434331489048,292
